0;421876
1;421877
2;421951
3;427501
4;843751
5;2373046953
6;2373052501
7;194875333481
8;130598740593059
9;148261348191284
10;213600585521379
11;223329204769336
12;333752438431930
13;17019910352535354
14;45081623445339804
15;1054256302092677311
16;1503950086984397159
17;2954710774116307856
18;3606128604845162304
19;84641479223568900279
20;451123731510679117401055177644129
