496246;30286379394052246501347230952897922644720211366098141110417;30313373907120748967056371302330583097165306679319584171518;30286384563420282399704574459681413818988237600533153986716;1.9149699136192388E-4;5169368035898357343506783491174268026234435012876299
496247;30295226047278963712859424267507210009442930618782118470258;30362238441180925146898726517843822976714635103528886009844;30295292381908008675550763915661189978412450203951839813360;9.89885977540359E-4;66334629044962691339648153979968969519585169721343102
496248;30298864219313476110224831089428867909418783459775244143845;30364547239011147014133202422271827830501677386563761214267;30299330376111214757752730107988498985393920658106209950399;0.007097067094118045;466156797738647527899018559631075975137198330965806554
496249;30315408815540592089913425869028672254789961000232028612072;30468832690125207813716561332796667073779445609994495837084;30315411400153847278934745817441858683677473478848217675373;1.6846225935739655E-5;2584613255189021319948413186428887512478616189063301
496250;30350371538592979752556864666415404508718848464859892729714;30582975208296129017567062638007444757904547182043623961178;30350372400081668648444643357295891258209357155778421268225;3.7036762575385283E-6;861488688895887778690880486749490508690918528538511
496251;30355616192354613358146100585527369436431211125127688225273;30599597112784959678665323662076040038231188816352114288319;30360724820281676230041382749851766219153244218407245516495;0.020938636996909458;5108627927062871895282164324396782722033093279557291222
496252;30362688267184840802195577567631137017788280634049463777572;30637386544038889639288306194592749838924144158505027869023;30367862369122153263161529315231816479553714279727121353503;0.018835582066870905;5174101937312460965951747600679461765433645677657575931
496253;30392009279711588202773658297408442386445613558248575269660;30688923987903402478823663933748710053776227539997582255018;30392009313276082575332348137999130476442070991666006574132;1.1304422935786393E-7;33564494372558689840590688089996457433417431304472
496254;30407670403312418380238871410770962683920224907889895505150;30689412357796141800740063425435772261031440193167869801325;30407670403312418380238871410770962683920224907889895505150;0.0;0
496255;30409183057235101293596682568396910012560456763151439399208;30712625467835489918812791864434187022009601039576444865392;30409382061580782993450375596757820139948204382403631052071;6.558224517395295E-4;199004345681699853693028360910127387747619252191652863
496256;30438013204723551326470363555636252613307692611060817480759;30730121678049605458393231426363752575571759666684137224328;30438013339428827959896727046689261266375703564839819903788;4.611481313760696E-7;134705276633426363491053008653068010953779002423029
496257;30442762878359846954318652327539985418104109000327703327363;30756451888207439067968733294654881173910191178902615020278;30442961882252642926700342686063258345312324880224329270635;6.343986768699985E-4;199003892795972381690358523272927208215879896625943272
496258;30486745602529357807784195028979636153284941306014817375072;30757965163502237325664703629801861321294873346014778378558;30472019348881772057180400682635389125073042503092745432469;-0.05429642904354637;-14726253647585750603794346344247028211898802922071942603
496259;30530625409749009013639145064151823602908627564622933874285;30849699331080576623116310541974844751289372988850504312843;30530625163609383614875416979685341797422699096602395011167;-7.714188122036656E-7;-246139625398763728084466481805485928468020538863118
496260;30640744937917516183403937971626586355194657089166857490177;30904995653841644505813832454146547419672725014759524702229;30651238597394444879848784014335676517650381452252353185038;0.039710997339139235;10493659476928696444846042709090162455724363085495694861
496261;30714004080151398747963814372422098790495261764245533385003;30912613622774155593398729710433209023720724749689202255770;30714004941640087643852280801126049175410969445198095288917;4.337599681865328E-6;861488688895888466428703950384915707680952561903914
496262;30776641134517820226329774244774530150118678307075463057989;31000485366585975466335051094085614300147049175392640818264;30792037824710622533167893611996189330468448245899761179717;0.06878305529942974;15396690192802306838119367221659180349769938824298121728
496263;30859015365471332918395156577974793887386297489709570576619;31019798570466478644161762314388422182151737679143461093333;30859015365471332918395156612006137834210333275329615558609;2.1165981824937183E-25;34031343946824035785620044981990
496264;30907652261831374858155640139024392510234092904236043430917;31030564213720545636464649838315289076224131813227194547923;30907652452030176300829910119847977822181996432833714804476;1.5474394354600744E-6;190198801442674269980823585311947903528597671373559
496265;30999505282704478803325400025534812096772273897619561352726;31204690778932928181273509790679012866940621418501856446948;30999505285769177188595301814870540013806542938791346870016;1.4936233026225834E-8;3064698385269901789335727917034269041171785517290
496266;31006578951970658895821664618535664491502083217905227153396;31335519644459847128850882494031633496418473223687226694565;31007055355215792066841275362650116716842252632697600326955;0.0014482952581150465;476403245133171019610744114452225340169414792373173559
496267;31006578951970658895821664618535664491502083217905227153396;31389185391900946469656116264127929336323233885519066946915;31007055355215792066841275362650116716842252632697600326955;0.0012451521861994105;476403245133171019610744114452225340169414792373173559
496268;31063246826945023405041589125306992880142749221994644924253;31403723178864285790898893730373657412575033668648519522639;31063214090374845369465753890501265205274281114181105823885;-9.61493213654922E-5;-32736570178035575835234805727674868468107813539100368
496269;31075948725807505543106128853343813729239781405893928724199;31416833386950873193292623935412225456744284051836034802397;31075948725807505543106128853343813707801867385127626813347;-6.288905446452472E-35;-21437914020766301910852
496270;31102680415974447417549552015945666504822336799571344442650;31417069226740570205197080811602692919269212471063017075305;31102680415974447289414803029959372973315061541124898511259;-4.0756777785360536E-16;-128134748985986293531507275258446445931391
496271;31152373118204236496446766328529284387251549300943814555107;31417069226740570205197080811602692919269212471063017075305;31152373310873152245420026944813810967138391792949606968901;7.278872243885914E-7;192668915748973260616284526579886842492005792413794
496272;31162642270495165580188046562618321182416922306300485540674;31419231197823530929620423487956789147686634767871612469143;31162642460694383640368797826298188167033499500916575560959;7.412604278779985E-7;190199218060180751263679866984616577194616090020285
496273;31170754134400410420776772733346331975769328363306691962797;31422477420026409710734928025050814202268898174812713409333;31196836696261499064483040421252904649095250030986751617023;0.10361600753869508;26082561861088643706267687906572673325921667680059654226
496274;31250849942911236822738453969518265297351253105873876140385;31433556830821435372732010663785086672503260961622289069223;31250850289744345340842343976178125550124248514694080759161;1.8983034109177881E-6;346833108518103890006659860252772995408820204618776
496275;31479167166394610585724827812665072935149293664102513069991;31690920025533272981030169735348718907652345504372004499558;31479167166394610585724827812665072935149293664151235184817;2.30089525233259E-46;48722114826
496276;31494909283528307869503413729698338013483072321379084778509;31694101711560349223631387969960939273147683844742691683046;31494909283528308824316054059056720610482646996109726365963;4.7934183531101425E-15;954812640329358382596999574674730641587454
496277;31500609906360750352703368995927486254423048211007055455881;31698133705260324109717275057319909090312027970298989451038;31505173072509554619797226480893022447235860812847438004630;0.02310185493710709;4563166148804267093857484965536192812812601840382548749
496278;31505173061174201963589880999203346056786952800612005447751;31698133705260324109717275057319909090312027970298989451038;31511126809210057828559413974465661107147454552690031278813;0.030854727211620362;5953748035855864969532975262315050360501752078025831062
496279;31511126428812454939549073633596828586339660444815776669471;31701792414942928333398215973394449195568699430979692721605;31528585286505027690879436528982597916268145119842073838699;0.09156776227840448;17458857692572751330362895385769329928484675026297169228
496280;31528378495655198356782907520462489108713823458709674997297;31710224473955682978959950379141227221016369739025482100749;31536370301836987972240645427507062321524547800143266227806;0.04394821516802452;7991806181789615457737907044573212810724341433591230509
496281;31598242957280489778750485042339288846792581136395004983493;31938925993827304269501821089279226038801424485713258727007;31575537181181879721753075729844355695309781869785079979731;-0.06664780356767183;-22705776098610056997409312494933151482799266609925003762
496282;31648584703371860244844580932799101398020257282894940696679;31951899539076219550110563687072701015338219065225273987648;31639315068849135701565406753846475059043788434326367397139;-0.030561098342580407;-9269634522724543279174178952626338976468848568573299540
496283;31651127372377755002971962555423500562992712931815327392588;31971154267416892518326380934686209167786852806392008320673;31648584703371860244844580932799101398020257282954510035607;-0.007945172875497867;-2542669005894758127381622624399164972455648860817356981
496284;31665438027829512490605612700858463182462242784729606840673;32306623698105472325297086612031192814042024520073570414073;31651127372377755040174464641373925038997258994750332946726;-0.022319050651269684;-14310655451757450431148059484538143464983789979273893947
496285;31733877936266377322710546860202113297492883446799352888693;32309118058958034503782993097322991639444093980050188375781;31665438027829512490605612700858463182462242784737832652267;-0.11897624268039854;-68439908436864832104934159343650115030640662061520236426
496286;31755461261543019589709711045769994034457691198867265704201;32354963822975816904989285477770259894045525912744913361857;31755499170241949512192394904744178141585907220183992181087;6.32335895935483E-5;37908698929922482683858974184107128216021316726476886
496287;31849412617774862290649335355739420090706404116385682943993;32385739060517045864959885006376206712127102782485588550378;31849412617774862290649335355739420090706451074364761755871;8.755484596045725E-41;46957979078811878
496288;31875957362690764034691177145253634719186706272733718363773;32474161636147531333297556708906192289711143300675956560545;31875957367195849830247003352954590278959179663968452393576;7.53101573401149E-9;4505085795555826207700955559772473391234734029803
496289;31898135845205530433999226771920410861948969497329836790484;32506466670849725378480895067469699446587938066272118559317;31898135845205530442374775889596596142686262003661985594202;1.3768082702050904E-17;8375549117676185280737292506332148803718
496290;31898141977499442877572288095255014452708407115152010175217;32516055358893963518560732637983267427608615905017564195483;31898142011358386505386252874928506080503907741930262879138;5.4795614801868104E-8;33858943627813964779673491627795500626778252703921
496291;31919045140329417461355141700625759439247608655629970087865;32522976634411357314151733279897399176668353873650217442407;31924151195121967747806338828342875822657808082676534212938;0.008454692034751727;5106054792550286451197127717116383410199427046564125073
